C2223,0,0,INDIA,Total,Mental-Illness,60+,91577,44207,47370,10019,7663,2356,1827,1081,746,3931,2309,1622,75800,33154,42646
C2223,0,0,INDIA,Total,Mental-Illness,Age not stated,2718,1424,1294,258,187,71,32,23,9,127,85,42,2301,1129,1172
C2223,0,0,INDIA,Total,Any-Other,Total,4927589,2728125,2199464,1470110,1130328,339782,108136,58980,49156,468740,267405,201335,2880603,1271412,1609191
C2223,0,0,INDIA,Total,Any-Other,0-14,1288044,689427,598617,26581,16059,10522,6718,3480,3238,26923,14356,12567,1227822,655532,572290
C2223,0,0,INDIA,Total,Any-Other,15-59,2985740,1687707,1298033,1260191,972021,288170,84049,45717,38332,382689,218300,164389,1258811,451669,807142
C2223,0,0,INDIA,Total,Any-Other,60+,613628,328724,284904,172349,134234,38115,16694,9405,7289,55170,32531,22639,369415,152554,216861
C2223,0,0,INDIA,Total,Any-Other,Age not stated,40177,22267,17910,10989,8014,2975,675,378,297,3958,2218,1740,24555,11657,12898
C2223,0,0,INDIA,Total,Multiple-Disability,Total,2116698,1162712,953986,253997,197938,56059,39354,22422,16932,99119,60150,38969,1724228,882202,842026
C2223,0,0,INDIA,Total,Multiple-Disability,0-14,482767,285722,197045,4359,2758,1601,1614,910,704,3847,2178,1669,472947,279876,193071
C2223,0,0,INDIA,Total,Multiple-Disability,15-59,990705,583771,406934,190509,149848,40661,23132,13659,9473,70422,43570,26852,706642,376694,329948
C2223,0,0,INDIA,Total,Multiple-Disability,60+,636697,289673,347024,58243,44657,13586,14511,7800,6711,24447,14155,10292,539496,223061,316435
C2223,0,0,INDIA,Total,Multiple-Disability,Age not stated,6529,3546,2983,886,675,211,97,53,44,403,247,156,5143,2571,2572
C2223,0,0,INDIA,Rural,Total,Total,18636358,10410559,8225799,4709176,3600720,1108456,517406,283071,234335,1777538,1028221,749317,11632238,5498547,6133691
C2223,0,0,INDIA,Rural,Total,0-14,4002635,2211029,1791606,69742,42058,27684,26833,14209,12624,68291,36779,31512,3837769,2117983,1719786
C2223,0,0,INDIA,Rural,Total,15-59,10448261,6095271,4352990,3802139,2907856,894283,361412,198725,162687,1397799,808607,589192,4886911,2180083,2706828
C2223,0,0,INDIA,Rural,Total,60+,4099027,2056650,2042377,815071,634874,180197,127328,69124,58204,302283,177635,124648,2854345,1175017,1679328
C2223,0,0,INDIA,Rural,Total,Age not stated,86435,47609,38826,22224,15932,6292,1833,1013,820,9165,5200,3965,53213,25464,27749
C2223,0,0,INDIA,Rural,In-Seeing,Total,3503558,1821448,1682110,893906,674495,219411,103823,51976,51847,354892,195485,159407,2150937,899492,1251445
C2223,0,0,INDIA,Rural,In-Seeing,0-14,733454,389245,344209,12229,7293,4936,4739,2482,2257,12884,6882,6002,703602,372588,331014
C2223,0,0,INDIA,Rural,In-Seeing,15-59,1679630,923487,756143,662828,499728,163100,63146,31232,31914,257864,141338,116526,695792,251189,444603
C2223,0,0,INDIA,Rural,In-Seeing,60+,1074925,500518,574407,214716,164521,50195,35573,18056,17517,82332,46254,36078,742304,271687,470617
C2223,0,0,INDIA,Rural,In-Seeing,Age not stated,15549,8198,7351,4133,2953,1180,365,206,159,1812,1011,801,9239,4028,5211
C2223,0,0,INDIA,Rural,In-Hearing,Total,3393728,1784426,1609302,952179,707710,244469,101018,49956,51062,390054,208876,181178,1950477,817884,1132593
C2223,0,0,INDIA,Rural,In-Hearing,0-14,820235,429629,390606,18253,10592,7661,6502,3232,3270,19406,10042,9364,776074,405763,370311
C2223,0,0,INDIA,Rural,In-Hearing,15-59,1791049,966878,824171,744036,550160,193876,67041,32249,34792,298958,157842,141116,681014,226627,454387
C2223,0,0,INDIA,Rural,In-Hearing,60+,764607,378371,386236,185274,143614,41660,27082,14278,12804,69480,39770,29710,482771,180709,302062
C2223,0,0,INDIA,Rural,In-Hearing,Age not stated,17837,9548,8289,4616,3344,1272,393,197,196,2210,1222,988,10618,4785,5833
C2223,0,0,INDIA,Rural,In-Speech,Total,1303940,734998,568942,408828,297673,111155,32014,17450,14564,126007,71429,54578,737091,348446,388645
C2223,0,0,INDIA,Rural,In-Speech,0-14,344305,196895,147410,7199,4380,2819,2495,1424,1071,5430,3063,2367,329181,188028,141153
C2223,0,0,INDIA,Rural,In-Speech,15-59,819171,460628,358543,352225,256498,95727,25627,13848,11779,107531,60680,46851,333788,129602,204186
C2223,0,0,INDIA,Rural,In-Speech,60+,133463,73567,59896,46977,35121,11856,3764,2106,1658,12309,7268,5041,70413,29072,41341
C2223,0,0,INDIA,Rural,In-Speech,Age not stated,7001,3908,3093,2427,1674,753,128,72,56,737,418,319,3709,1744,1965
C2223,0,0,INDIA,Rural,In-Movement,Total,4035741,2503529,1532212,1076279,883332,192947,112886,70812,42074,346085,230198,115887,2500491,1319187,1181304
C2223,0,0,INDIA,Rural,In-Movement,0-14,493608,298045,195563,6167,4216,1951,3172,1824,1348,5395,3222,2173,478874,288783,190091
C2223,0,0,INDIA,Rural,In-Movement,15-59,2486329,1625999,860330,898714,738110,160604,80510,51595,28915,277709,186204,91505,1229396,650090,579306
C2223,0,0,INDIA,Rural,In-Movement,60+,1044738,572841,471897,168667,138857,29810,28965,17244,11721,62013,40134,21879,785093,376606,408487
C2223,0,0,INDIA,Rural,In-Movement,Age not stated,11066,6644,4422,2731,2149,582,239,149,90,968,638,330,7128,3708,3420
C2223,0,0,INDIA,Rural,Mental-Retardation,Total,1025900,591598,434302,149442,113179,36263,24946,15138,9808,70733,43024,27709,780779,420257,360522
C2223,0,0,INDIA,Rural,Mental-Retardation,0-14,284553,163980,120573,3499,2139,1360,1844,1029,815,3169,1776,1393,276041,159036,117005
C2223,0,0,INDIA,Rural,Mental-Retardation,15-59,675240,393062,282178,132377,100691,31686,21061,12957,8104,62253,38120,24133,459549,241294,218255
C2223,0,0,INDIA,Rural,Mental-Retardation,60+,62876,32672,30204,13011,9944,3067,1975,1112,863,5014,2950,2064,42876,18666,24210
C2223,0,0,INDIA,Rural,Mental-Retardation,Age not stated,3231,1884,1347,555,405,150,66,40,26,297,178,119,2313,1261,1052
C2223,0,0,INDIA,Rural,Mental-Illness,Total,495880,283458,212422,71207,54628,16579,14978,9217,5761,35547,21677,13870,374148,197936,176212
C2223,0,0,INDIA,Rural,Mental-Illness,0-14,57820,33930,23890,770,498,272,418,230,188,745,431,314,55887,32771,23116
C2223,0,0,INDIA,Rural,Mental-Illness,15-59,373139,217943,155196,62426,48088,14338,12900,8019,4881,31371,19260,12111,266442,142576,123866
C2223,0,0,INDIA,Rural,Mental-Illness,60+,63243,30689,32554,7836,5918,1918,1636,950,686,3343,1931,1412,50428,21890,28538
C2223,0,0,INDIA,Rural,Mental-Illness,Age not stated,1678,896,782,175,124,51,24,18,6,88,55,33,1391,699,692
C2223,0,0,INDIA,Rural,Any-Other,Total,3293107,1827881,1465226,971247,727541,243706,92390,48806,43584,370183,207598,162585,1859287,843936,1015351
C2223,0,0,INDIA,Rural,Any-Other,0-14,909112,486039,423073,18504,10945,7559,6150,3141,3009,18318,9715,8603,866140,462238,403902
C2223,0,0,INDIA,Rural,Any-Other,15-59,1922005,1093962,828043,815384,611459,203925,70918,37193,33725,303093,169504,133589,732610,275806,456804
C2223,0,0,INDIA,Rural,Any-Other,60+,436413,233747,202666,130351,100285,30066,14781,8184,6597,45984,26863,19121,245297,98415,146882
C2223,0,0,INDIA,Rural,Any-Other,Age not stated,25577,14133,11444,7008,4852,2156,541,288,253,2788,1516,1272,15240,7477,7763
C2223,0,0,INDIA,Rural,Multiple-Disability,Total,1584504,863221,721283,186088,142162,43926,35351,19716,15635,84037,49934,34103,1279028,651409,627619
C2223,0,0,INDIA,Rural,Multiple-Disability,0-14,359548,213266,146282,3121,1995,1126,1513,847,666,2944,1648,1296,351970,208776,143194
C2223,0,0,INDIA,Rural,Multiple-Disability,15-59,701698,413312,288386,134149,103122,31027,20209,11632,8577,59020,35659,23361,488320,262899,225421
C2223,0,0,INDIA,Rural,Multiple-Disability,60+,518762,234245,284517,48239,36614,11625,13552,7194,6358,21808,12465,9343,435163,177972,257191
C2223,0,0,INDIA,Rural,Multiple-Disability,Age not stated,4496,2398,2098,579,431,148,77,43,34,265,162,103,3575,1762,1813
C2223,0,0,INDIA,Urban,Total,Total,8178636,4578034,3600602,2272833,1864137,408696,72455,47928,24527,394978,248748,146230,5438370,2417221,3021149
C2223,0,0,INDIA,Urban,Total,0-14,1569701,862185,707516,31037,19812,11225,2201,1308,893,29935,16346,13589,1506528,824719,681809
C2223,0,0,INDIA,Urban,Total,15-59,5279982,3029955,2250027,2006670,1651364,355306,58333,38927,19406,316645,201757,114888,2898334,1137907,1760427
C2223,0,0,INDIA,Urban,Total,60+,1277592,657345,620247,221313,181890,39423,11480,7391,4089,44257,28172,16085,1000542,439892,560650
C2223,0,0,INDIA,Urban,Total,Age not stated,51361,28549,22812,13813,11071,2742,441,302,139,4141,2473,1668,32966,14703,18263
C2223,0,0,INDIA,Urban,In-Seeing,Total,1529873,817580,712293,452882,371172,81710,13064,8115,4949,73352,44791,28561,990575,393502,597073
C2223,0,0,INDIA,Urban,In-Seeing,0-14,310894,166354,144540,6215,3984,2231,413,234,179,6257,3426,2831,298009,158710,139299
C2223,0,0,INDIA,Urban,In-Seeing,15-59,925587,509713,415874,392394,322733,69661,9748,6095,3653,56479,34788,21691,466966,146097,320869
C2223,0,0,INDIA,Urban,In-Seeing,60+,284460,136618,147842,51774,42430,9344,2827,1731,1096,9891,6160,3731,219968,86297,133671
C2223,0,0,INDIA,Urban,In-Seeing,Age not stated,8932,4895,4037,2499,2025,474,76,55,21,725,417,308,5632,2398,3234
C2223,0,0,INDIA,Urban,In-Hearing,Total,1679186,894158,785028,504843,410282,94561,14650,9051,5599,99314,58208,41106,1060379,416617,643762
C2223,0,0,INDIA,Urban,In-Hearing,0-14,356969,187585,169384,9247,5776,3471,618,352,266,9589,5094,4495,337515,176363,161152
C2223,0,0,INDIA,Urban,In-Hearing,15-59,1051333,571071,480262,440565,359811,80754,11547,7146,4401,77688,45867,31821,521533,158247,363286
C2223,0,0,INDIA,Urban,In-Hearing,60+,257823,128458,129365,51432,41841,9591,2385,1480,905,10712,6516,4196,193294,78621,114673
C2223,0,0,INDIA,Urban,In-Hearing,Age not stated,13061,7044,6017,3599,2854,745,100,73,27,1325,731,594,8037,3386,4651
C2223,0,0,INDIA,Urban,In-Speech,Total,694752,387989,306763,234373,189660,44713,5810,3737,2073,32226,20230,11996,422343,174362,247981
C2223,0,0,INDIA,Urban,In-Speech,0-14,132484,73799,58685,2925,1870,1055,210,120,90,2147,1203,944,127202,70606,56596
C2223,0,0,INDIA,Urban,In-Speech,15-59,486786,272035,214751,212395,172293,40102,4939,3179,1760,26756,16898,9858,242696,79665,163031
C2223,0,0,INDIA,Urban,In-Speech,60+,70151,39178,30973,17236,14066,3170,613,407,206,2930,1865,1065,49372,22840,26532
C2223,0,0,INDIA,Urban,In-Speech,Age not stated,5331,2977,2354,1817,1431,386,48,31,17,393,264,129,3073,1251,1822
C2223,0,0,INDIA,Urban,In-Movement,Total,1401085,866972,534113,429279,364680,64599,13828,10210,3618,56519,41903,14616,901459,450179,451280
C2223,0,0,INDIA,Urban,In-Movement,0-14,133880,80766,53114,1876,1368,508,171,121,50,1145,719,426,130688,78558,52130
C2223,0,0,INDIA,Urban,In-Movement,15-59,948477,608747,339730,383658,325843,57815,11230,8372,2858,47721,35674,12047,505868,238858,267010
C2223,0,0,INDIA,Urban,In-Movement,60+,314525,174888,139637,42549,36449,6100,2384,1688,696,7409,5340,2069,262183,131411,130772
C2223,0,0,INDIA,Urban,In-Movement,Age not stated,4203,2571,1632,1196,1020,176,43,29,14,244,170,74,2720,1352,1368
C2223,0,0,INDIA,Urban,Mental-Retardation,Total,480064,279300,200764,60838,49944,10894,3006,2198,808,13320,8815,4505,402900,218343,184557
C2223,0,0,INDIA,Urban,Mental-Retardation,0-14,111081,64705,46376,1194,755,439,103,69,34,1088,614,474,108696,63267,45429
C2223,0,0,INDIA,Urban,Mental-Retardation,15-59,339673,199063,140610,55176,45550,9626,2683,1993,690,11223,7572,3651,270591,143948,126643
C2223,0,0,INDIA,Urban,Mental-Retardation,60+,27149,14280,12869,4137,3367,770,208,127,81,902,555,347,21902,10231,11671
C2223,0,0,INDIA,Urban,Mental-Retardation,Age not stated,2161,1252,909,331,272,59,12,9,3,107,74,33,1711,897,814
C2223,0,0,INDIA,Urban,Mental-Illness,Total,227000,132300,94700,23846,19836,4010,2348,1737,611,6608,4778,1830,194198,105949,88249
C2223,0,0,INDIA,Urban,Mental-Illness,0-14,22242,13132,9110,265,182,83,17,10,7,201,119,82,21759,12821,8938
C2223,0,0,INDIA,Urban,Mental-Illness,15-59,175384,105122,70262,21315,17846,3469,2132,1591,541,5780,4251,1529,146157,81434,64723
C2223,0,0,INDIA,Urban,Mental-Illness,60+,28334,13518,14816,2183,1745,438,191,131,60,588,378,210,25372,11264,14108
C2223,0,0,INDIA,Urban,Mental-Illness,Age not stated,1040,528,512,83,63,20,8,5,3,39,30,9,910,430,480
C2223,0,0,INDIA,Urban,Any-Other,Total,1634482,900244,734238,498863,402787,96076,15746,10174,5572,98557,59807,38750,1021316,427476,593840
C2223,0,0,INDIA,Urban,Any-Other,0-14,378932,203388,175544,8077,5114,2963,568,339,229,8605,4641,3964,361682,193294,168388
C2223,0,0,INDIA,Urban,Any-Other,15-59,1063735,593745,469990,444807,360562,84245,13131,8524,4607,79596,48796,30800,526201,175863,350338
C2223,0,0,INDIA,Urban,Any-Other,60+,177215,94977,82238,41998,33949,8049,1913,1221,692,9186,5668,3518,124118,54139,69979
C2223,0,0,INDIA,Urban,Any-Other,Age not stated,14600,8134,6466,3981,3162,819,134,90,44,1170,702,468,9315,4180,5135
C2223,0,0,INDIA,Urban,Multiple-Disability,Total,532194,299491,232703,67909,55776,12133,4003,2706,1297,15082,10216,4866,445200,230793,214407
C2223,0,0,INDIA,Urban,Multiple-Disability,0-14,123219,72456,50763,1238,763,475,101,63,38,903,530,373,120977,71100,49877
C2223,0,0,INDIA,Urban,Multiple-Disability,15-59,289007,170459,118548,56360,46726,9634,2923,2027,896,11402,7911,3491,218322,113795,104527
C2223,0,0,INDIA,Urban,Multiple-Disability,60+,117935,55428,62507,10004,8043,1961,959,606,353,2639,1690,949,104333,45089,59244
C2223,0,0,INDIA,Urban,Multiple-Disability,Age not stated,2033,1148,885,307,244,63,20,10,10,138,85,53,1568,809,759
C2223,1,0,Jammu and Kashmir,Total,Total,Total,361153,204834,156319,67698,60947,6751,17115,9349,7766,36719,23652,13067,239621,110886,128735
C2223,1,0,Jammu and Kashmir,Total,Total,0-14,73391,40792,32599,679,452,227,676,362,314,1470,795,675,70566,39183,31383
C2223,1,0,Jammu and Kashmir,Total,Total,15-59,203461,119724,83737,57237,51603,5634,12801,6716,6085,28715,18264,10451,104708,43141,61567
C2223,1,0,Jammu and Kashmir,Total,Total,60+,83887,44061,39826,9691,8809,882,3625,2263,1362,6506,4574,1932,64065,28415,35650
C2223,1,0,Jammu and Kashmir,Total,Total,Age not stated,414,257,157,91,83,8,13,8,5,28,19,9,282,147,135
C2223,1,0,Jammu and Kashmir,Total,In-Seeing,Total,66448,35656,30792,12022,10725,1297,3121,1639,1482,7138,4496,2642,44167,18796,25371
C2223,1,0,Jammu and Kashmir,Total,In-Seeing,0-14,13456,7317,6139,113,72,41,139,82,57,343,202,141,12861,6961,5900
C2223,1,0,Jammu and Kashmir,Total,In-Seeing,15-59,32138,17732,14406,9393,8344,1049,2026,987,1039,5035,3077,1958,15684,5324,10360
C2223,1,0,Jammu and Kashmir,Total,In-Seeing,60+,20790,10568,10222,2506,2299,207,954,570,384,1757,1215,542,15573,6484,9089
C2223,1,0,Jammu and Kashmir,Total,In-Seeing,Age not stated,64,39,25,10,10,0,2,0,2,3,2,1,49,27,22
C2223,1,0,Jammu and Kashmir,Total,In-Hearing,Total,74096,42744,31352,18937,17339,1598,3259,1705,1554,7659,4771,2888,44241,18929,25312
C2223,1,0,Jammu and Kashmir,Total,In-Hearing,0-14,16482,8818,7664,188,132,56,139,69,70,340,164,176,15815,8453,7362
C2223,1,0,Jammu and Kashmir,Total,In-Hearing,15-59,40826,25079,15747,16379,15059,1320,2291,1110,1181,5761,3511,2250,16395,5399,10996
C2223,1,0,Jammu and Kashmir,Total,In-Hearing,60+,16661,8757,7904,2328,2109,219,826,524,302,1547,1087,460,11960,5037,6923
C2223,1,0,Jammu and Kashmir,Total,In-Hearing,Age not stated,127,90,37,42,39,3,3,2,1,11,9,2,71,40,31
C2223,1,0,Jammu and Kashmir,Total,In-Speech,Total,18681,11351,7330,3472,3148,324,863,552,311,2213,1553,660,12133,6098,6035
C2223,1,0,Jammu and Kashmir,Total,In-Speech,0-14,5534,3340,2194,40,27,13,74,41,33,107,65,42,5313,3207,2106
C2223,1,0,Jammu and Kashmir,Total,In-Speech,15-59,11422,7013,4409,3116,2835,281,714,456,258,1902,1336,566,5690,2386,3304
C2223,1,0,Jammu and Kashmir,Total,In-Speech,60+,1700,979,721,310,280,30,73,53,20,202,150,52,1115,496,619
C2223,1,0,Jammu and Kashmir,Total,In-Speech,Age not stated,25,19,6,6,6,0,2,2,0,2,2,0,15,9,6
C2223,1,0,Jammu and Kashmir,Total,In-Movement,Total,58137,35145,22992,10570,9541,1029,2872,1821,1051,5881,4238,1643,38814,19545,19269
C2223,1,0,Jammu and Kashmir,Total,In-Movement,0-14,7854,4624,3230,61,38,23,63,40,23,105,47,58,7625,4499,3126
C2223,1,0,Jammu and Kashmir,Total,In-Movement,15-59,35178,21895,13283,8979,8085,894,2185,1359,826,4690,3368,1322,19324,9083,10241
C2223,1,0,Jammu and Kashmir,Total,In-Movement,60+,15065,8606,6459,1523,1413,110,624,422,202,1085,822,263,11833,5949,5884
C2223,1,0,Jammu and Kashmir,Total,In-Movement,Age not stated,40,20,20,7,5,2,0,0,0,1,1,0,32,14,18
C2223,1,0,Jammu and Kashmir,Total,Mental-Retardation,Total,16724,9798,6926,1998,1762,236,650,388,262,1332,855,477,12744,6793,5951
C2223,1,0,Jammu and Kashmir,Total,Mental-Retardation,0-14,3857,2200,1657,28,20,8,32,18,14,59,30,29,3738,2132,1606
C2223,1,0,Jammu and Kashmir,Total,Mental-Retardation,15-59,11336,6754,4582,1781,1573,208,562,332,230,1152,738,414,7841,4111,3730
C2223,1,0,Jammu and Kashmir,Total,Mental-Retardation,60+,1523,841,682,189,169,20,55,38,17,119,86,33,1160,548,612
C2223,1,0,Jammu and Kashmir,Total,Mental-Retardation,Age not stated,8,3,5,0,0,0,1,0,1,2,1,1,5,2,3
C2223,1,0,Jammu and Kashmir,Total,Mental-Illness,Total,15669,8810,6859,2181,1948,233,971,477,494,1556,953,603,10961,5432,5529
C2223,1,0,Jammu and Kashmir,Total,Mental-Illness,0-14,2247,1272,975,14,9,5,14,8,6,28,16,12,2191,1239,952
C2223,1,0,Jammu and Kashmir,Total,Mental-Illness,15-59,11187,6377,4810,1919,1719,200,862,406,456,1397,843,554,7009,3409,3600
C2223,1,0,Jammu and Kashmir,Total,Mental-Illness,60+,2219,1151,1068,247,219,28,92,61,31,131,94,37,1749,777,972
C2223,1,0,Jammu and Kashmir,Total,Mental-Illness,Age not stated,16,10,6,1,1,0,3,2,1,0,0,0,12,7,5
C2223,1,0,Jammu and Kashmir,Total,Any-Other,Total,66957,36852,30105,14449,12833,1616,3571,1728,1843,7836,4724,3112,41101,17567,23534
C2223,1,0,Jammu and Kashmir,Total,Any-Other,0-14,15644,8425,7219,184,118,66,145,66,79,383,211,172,14932,8030,6902
C2223,1,0,Jammu and Kashmir,Total,Any-Other,15-59,40661,22897,17764,12678,11287,1391,2922,1382,1540,6478,3864,2614,18583,6364,12219
C2223,1,0,Jammu and Kashmir,Total,Any-Other,60+,10544,5462,5082,1565,1409,156,502,278,224,966,645,321,7511,3130,4381
C2223,1,0,Jammu and Kashmir,Total,Any-Other,Age not stated,108,68,40,22,19,3,2,2,0,9,4,5,75,43,32
C2223,1,0,Jammu and Kashmir,Total,Multiple-Disability,Total,44441,24478,19963,4069,3651,418,1808,1039,769,3104,2062,1042,35460,17726,17734
C2223,1,0,Jammu and Kashmir,Total,Multiple-Disability,0-14,8317,4796,3521,51,36,15,70,38,32,105,60,45,8091,4662,3429
C2223,1,0,Jammu and Kashmir,Total,Multiple-Disability,15-59,20713,11977,8736,2992,2701,291,1239,684,555,2300,1527,773,14182,7065,7117
C2223,1,0,Jammu and Kashmir,Total,Multiple-Disability,60+,15385,7697,7688,1023,911,112,499,317,182,699,475,224,13164,5994,7170
C2223,1,0,Jammu and Kashmir,Total,Multiple-Disability,Age not stated,26,8,18,3,3,0,0,0,0,0,0,0,23,5,18
C2223,1,0,Jammu and Kashmir,Rural,Total,Total,273952,154892,119060,45454,40896,4558,15291,8440,6851,30624,19986,10638,182583,85570,97013
C2223,1,0,Jammu and Kashmir,Rural,Total,0-14,58663,32623,26040,494,324,170,622,333,289,1069,577,492,56478,31389,25089
C2223,1,0,Jammu and Kashmir,Rural,Total,15-59,149317,87155,62162,37444,33770,3674,11361,6040,5321,23990,15454,8536,76522,31891,44631
C2223,1,0,Jammu and Kashmir,Rural,Total,60+,65667,34930,30737,7465,6756,709,3299,2063,1236,5544,3940,1604,49359,22171,27188
C2223,1,0,Jammu and Kashmir,Rural,Total,Age not stated,305,184,121,51,46,5,9,4,5,21,15,6,224,119,105
C2223,1,0,Jammu and Kashmir,Rural,In-Seeing,Total,50142,27019,23123,8124,7281,843,2753,1486,1267,5979,3840,2139,33286,14412,18874
C2223,1,0,Jammu and Kashmir,Rural,In-Seeing,0-14,10502,5720,4782,73,44,29,131,77,54,271,157,114,10027,5442,4585
C2223,1,0,Jammu and Kashmir,Rural,In-Seeing,15-59,23093,12785,10308,6090,5450,640,1776,897,879,4192,2631,1561,11035,3807,7228
C2223,1,0,Jammu and Kashmir,Rural,In-Seeing,60+,16496,8482,8014,1953,1779,174,844,512,332,1513,1050,463,12186,5141,7045
C2223,1,0,Jammu and Kashmir,Rural,In-Seeing,Age not stated,51,32,19,8,8,0,2,0,2,3,2,1,38,22,16
